chr,pos,pval,mac,eff_size,SE
1,37072,0.9350037,63,0.4193794,21.407854
1,37138,0.71997494,8,-3.914348,39.268303
1,37245,0.71997494,8,-3.914348,39.268303
1,37263,0.07156375,1,49.033886,96.1428
1,37268,0.71997494,8,-3.914348,39.268303
1,37371,0.80672973,1,5.433743,77.05432
1,37392,0.767725,1,7.730536,90.4023
1,37422,1.0,1,-0.08982295,89.48073
1,37437,0.3610164,27,-5.542079,23.902992
1,37633,0.14040118,37,9.017415,24.850399
1,37686,0.3448207,41,5.3376784,23.200024
1,37867,0.26698065,10,-9.825906,32.30021
1,37868,0.2937699,1,-29.196342,95.199005
1,37890,0.95495623,7,0.671883,42.546608
1,38065,0.976895,2,-0.57882136,68.78698
1,38282,0.390781,1,-23.085047,92.15988
1,38311,0.038395274,1,51.027073,87.93351
1,38452,0.30995628,1,-25.377087,85.68503
1,38526,1.0,1,-0.08982295,89.48073
1,38554,0.91746,7,-1.1227496,39.161686
1,38639,0.89369965,5,1.59387,42.833683
1,38682,0.5854804,1,-14.491746,91.16482
1,38946,0.78126496,8,-3.0437272,39.44396
1,39033,0.9024935,5,1.5624971,45.53877
1,39060,0.8880889,12,1.2399163,32.79118
1,39061,1.0,1,-0.08982295,89.48073
1,39062,0.8880889,12,1.2399163,32.79118
1,39065,0.43561232,1,-20.314064,89.30808
1,39067,0.8880889,12,1.2399163,32.79118
1,39076,0.9029302,6,1.3424273,39.817955
1,39082,0.976895,2,-0.57882136,68.78698
1,39146,0.8537592,6,-2.2213192,43.019714
1,39165,0.8880889,12,1.2399163,32.79118
1,39192,0.90777105,1,-3.1365323,93.09086
1,39302,0.8537592,6,-2.2213192,43.019714
1,39303,0.5662121,4,7.640938,47.727394
1,39311,0.976895,2,-0.57882136,68.78698
1,39350,0.34670654,1,-32.067802,116.48178
1,39369,0.40092072,7,10.006114,43.358765
1,39375,0.639792,1,-12.317538,90.32306
1,39751,0.19688521,50,-6.5564055,20.90116
1,39769,0.13893676,2,30.055126,72.11129
1,39782,0.13893676,2,30.055126,72.11129
1,39802,0.16276811,51,-7.0703173,20.83675
1,39816,0.4342915,1,-20.315947,89.075134
1,39873,0.49839053,2,-12.829661,65.52176
1,39964,0.5662121,4,7.640938,47.727394
1,39968,0.5662121,4,7.640938,47.727394
1,40010,0.95495623,7,0.671883,42.546608
1,40096,0.976895,2,-0.57882136,68.78698
1,40140,0.97472805,2,-0.6121304,67.00961
1,40218,0.9024935,5,1.5624971,45.53877
1,40316,0.26237962,1,29.373682,91.46099
1,40449,0.80320716,2,4.904863,68.5498
1,40456,0.49839053,2,-12.829661,65.52176
1,40457,0.71997494,8,-3.914348,39.268303
1,40465,0.71997494,8,-3.914348,39.268303
1,40544,0.639792,1,-12.317538,90.32306
1,40561,0.492692,9,-7.2687807,38.073975
1,40599,0.71997494,8,-3.914348,39.268303
1,40665,0.71997494,8,-3.914348,39.268303
1,40697,0.70186466,4,-5.5970664,51.29246
1,40705,0.43096834,8,7.8949275,37.16824
1,40707,0.71997494,8,-3.914348,39.268303
1,40854,0.07156375,1,49.033886,96.1428
1,41131,0.6083667,6,-5.675481,39.67105
1,41146,0.72184414,51,-1.8461033,21.507095
1,41178,0.5053523,49,3.3655472,21.266909
1,41195,0.2937699,1,-29.196342,95.199005
1,41264,0.9024935,5,1.5624971,45.53877
1,41274,0.4917815,54,3.5647488,21.665743
1,41307,0.976895,2,-0.57882136,68.78698
1,41339,0.49839053,2,-12.829661,65.52176
1,41362,0.524787,2,10.497269,57.909557
1,41384,0.49486917,64,3.537764,21.620687
1,41393,0.49839053,2,-12.829661,65.52176
1,41427,0.42894617,48,4.3868937,22.802887
1,41469,0.976895,2,-0.57882136,68.78698
1,41485,0.49839053,2,-12.829661,65.52176
1,41519,0.8896987,7,1.4835339,38.874023
1,41526,0.97472805,2,-0.6121304,67.00961
1,41550,0.3748563,5,-13.5952635,53.42659
1,41564,0.97472805,2,-0.6121304,67.00961
1,41582,0.6799045,2,5.9769807,51.475903
1,41668,0.95495623,7,0.671883,42.546608
1,41669,0.97951895,2,-0.5111141,68.7845
1,41799,0.97951895,2,-0.5111141,68.7845
1,41800,0.5906265,2,-6.8119216,44.764706
1,41803,0.5906265,2,-6.8119216,44.764706
1,41833,0.49839053,2,-12.829661,65.52176
1,41860,0.5042872,49,3.6746397,22.643536
1,41861,0.2937699,1,-29.196342,95.199005
1,41887,0.28587365,34,6.841012,25.61589
1,41900,0.97951895,2,-0.5111141,68.7845
1,41946,0.8057129,1,-6.9021297,96.30229
1,41993,0.97951895,2,-0.5111141,68.7845
1,42148,0.6799045,2,5.9769807,51.475903
1,42285,0.49839053,2,-12.829661,65.52176
1,42326,0.49839053,2,-12.829661,65.52176
1,42353,0.63303214,4,-6.910278,50.82755
1,42433,0.6013724,7,-5.719697,39.283943
1,42444,0.43096834,8,7.8949275,37.16824
1,42459,0.34670654,1,-32.067802,116.48178
1,42463,1.0,1,-0.08982295,89.48073
1,42488,0.7125346,14,-2.9683266,30.158617
1,42495,0.9024935,5,1.5624971,45.53877
1,42506,0.976895,2,-0.57882136,68.78698
1,42511,0.97951895,2,-0.5111141,68.7845
1,42532,0.23338696,2,-22.894642,66.214485
1,42584,0.49712557,3,10.35426,54.17005
1,42594,0.9024935,5,1.5624971,45.53877
1,42671,0.9479971,6,0.866253,47.24315
1,42736,0.97951895,2,-0.5111141,68.7845
1,42777,0.97951895,2,-0.5111141,68.7845
1,42865,0.89369965,5,1.59387,42.833683
1,42869,0.8554592,13,-1.5357451,31.416443
1,42896,0.85724574,1,4.937471,94.59003
1,42902,0.9479971,6,0.866253,47.24315
1,42965,0.976895,2,-0.57882136,68.78698
1,42974,0.976895,2,-0.57882136,68.78698
1,43025,0.71997494,8,-3.914348,39.268303
1,43171,0.5470269,24,-3.9898493,25.672205
1,43172,0.95495623,7,0.671883,42.546608
1,43180,0.2937699,1,-29.196342,95.199005
1,43187,0.97951895,2,-0.5111141,68.7845
1,43208,0.390781,1,-23.085047,92.15988
1,43227,0.34670654,1,-32.067802,116.48178
1,43228,0.50532347,1,17.615967,91.75221
1,43263,0.2937699,1,-29.196342,95.199005
1,43332,0.9024935,5,1.5624971,45.53877
1,43494,0.3340313,6,11.615662,43.879227
1,43632,0.2937699,1,-29.196342,95.199005
1,43789,0.43561232,1,-20.314064,89.30808
1,43791,0.976895,2,-0.57882136,68.78698
1,43795,0.94514984,11,-0.62080073,33.307793
1,43796,0.4189594,1,-21.217646,89.97471
1,43804,0.52285326,3,-10.432534,56.851334
1,43805,0.976895,2,-0.57882136,68.78698
1,43877,0.83260626,6,-2.5869823,43.630447
1,43886,0.020847209,1,62.56905,96.707
1,43907,0.2937699,1,-29.196342,95.199005
1,43920,0.52285326,3,-10.432534,56.851334
1,43932,0.2937699,1,-29.196342,95.199005
1,43943,0.976895,2,-0.57882136,68.78698
1,43944,0.976895,2,-0.57882136,68.78698
1,43985,0.038395274,1,51.027073,87.93351
1,44055,0.976895,2,-0.57882136,68.78698
1,44066,0.3456699,11,-7.9915237,31.188808
1,44067,0.976895,2,-0.57882136,68.78698
1,44074,0.83260626,6,-2.5869823,43.630447
1,44077,0.43561232,1,-20.314064,89.30808
1,44176,0.5447286,1,-16.037275,90.795074
1,44191,0.9479971,6,0.866253,47.24315
1,44194,0.8378368,53,-1.0820324,21.813353
1,44215,0.95495623,7,0.671883,42.546608
1,44228,0.52285326,3,-10.432534,56.851334
1,44389,0.17581894,7,15.605561,42.635357
1,44543,0.43561232,1,-20.314064,89.30808
1,44544,0.33042434,1,25.8104,92.43322
1,44567,0.8379799,59,-0.95725954,20.000427
1,44568,0.94514984,11,-0.62080073,33.307793
1,44588,0.0406861,4,30.06724,53.89813
1,44601,0.6847848,14,-3.3512797,30.799356
1,44602,0.9723858,1,-0.9321119,91.67957
1,44608,0.34670654,1,-32.067802,116.48178
1,44646,0.9024935,5,1.5624971,45.53877
1,44667,0.9479971,6,0.866253,47.24315
1,44673,0.6083667,6,-5.675481,39.67105
1,44680,0.94514984,11,-0.62080073,33.307793
1,44685,0.86665744,4,2.2301323,47.268856
1,44694,0.0406861,4,30.06724,53.89813
1,44695,0.2089923,33,8.117183,25.954212
1,44713,0.7054044,7,4.31387,41.387077
1,44714,0.8066349,4,-3.8336146,54.84737
1,44727,0.45937008,13,6.876705,34.743313
1,44756,0.7222229,6,-4.368668,43.679466
1,44760,0.6075788,4,-8.713917,58.985825
1,44762,0.9479971,6,0.866253,47.24315
1,44773,0.9479971,6,0.866253,47.24315
1,44778,0.9479971,6,0.866253,47.24315
1,44797,0.5662121,4,7.640938,47.727394
1,44800,0.2937699,1,-29.196342,95.199005
1,44807,0.767725,1,7.730536,90.4023
1,44819,0.10686963,41,8.453211,22.306631
1,44825,0.46244538,5,-10.125148,48.362564
1,44826,0.2937699,1,-29.196342,95.199005
1,44827,0.97071147,1,-0.94074655,88.15444
1,44830,0.9479971,6,0.866253,47.24315
1,44833,0.8066349,4,-3.8336146,54.84737
1,44837,0.2338859,4,15.68904,47.797157
1,44851,0.6075788,4,-8.713917,58.985825
1,44858,0.33042434,1,25.8104,92.43322
1,44863,0.49839053,2,-12.829661,65.52176
1,44886,0.97472805,2,-0.6121304,67.00961
1,44895,0.2937699,1,-29.196342,95.199005
1,44915,0.2937699,1,-29.196342,95.199005
1,44930,0.976895,2,-0.57882136,68.78698
1,44951,0.976895,2,-0.57882136,68.78698
1,44954,0.8066349,4,-3.8336146,54.84737
1,45007,0.5588811,5,8.147295,49.819115
1,45067,0.976895,2,-0.57882136,68.78698
1,45075,0.85076267,7,-1.9232848,37.08333
1,45094,0.23095553,2,-24.87646,71.49273
1,45105,0.94514984,11,-0.62080073,33.307793
1,45140,0.49839053,2,-12.829661,65.52176
1,45163,0.3742402,3,16.798933,66.63736
1,45264,0.976895,2,-0.57882136,68.78698
1,45278,0.97951895,2,-0.5111141,68.7845
1,45358,0.976895,2,-0.57882136,68.78698
1,45365,0.7193499,5,-4.6965303,46.21845
1,45399,0.976895,2,-0.57882136,68.78698
1,45578,0.49839053,2,-12.829661,65.52176
1,45580,0.89369965,5,1.59387,42.833683
1,45604,0.976895,2,-0.57882136,68.78698
1,45630,0.16030979,8,18.30076,47.534363
1,45633,0.97951895,2,-0.5111141,68.7845
1,45683,0.35376534,5,12.462071,48.50699
1,45686,0.976895,2,-0.57882136,68.78698
1,45709,0.4189594,1,-21.217646,89.97471
1,45918,0.9024935,5,1.5624971,45.53877
1,46152,0.976895,2,-0.57882136,68.78698
1,46169,0.976895,2,-0.57882136,68.78698
1,46173,0.4918435,2,12.882006,65.90724
1,46207,0.976895,2,-0.57882136,68.78698
1,46246,0.976895,2,-0.57882136,68.78698
1,46260,0.976895,2,-0.57882136,68.78698
1,46292,0.976895,2,-0.57882136,68.78698
1,46295,0.976895,2,-0.57882136,68.78698
1,46355,0.34670654,1,-32.067802,116.48178
1,46373,0.82765067,49,-1.1640522,21.99648
1,46382,0.976895,2,-0.57882136,68.78698
1,46494,0.49839053,2,-12.829661,65.52176
1,46499,0.2089923,33,8.117183,25.954212
1,46564,0.41765472,10,-7.1602716,32.372845
1,46575,0.9479971,6,0.866253,47.24315
1,46579,0.2937699,1,-29.196342,95.199005
1,46583,0.976895,2,-0.57882136,68.78698
1,46818,0.8066349,4,-3.8336146,54.84737
1,46882,0.95495623,7,0.671883,42.546608
1,46912,0.78992736,13,-2.1612713,30.412725
1,46935,0.4656479,2,-13.551777,64.1803
1,46953,0.97951895,2,-0.5111141,68.7845
1,46969,0.088979214,1,48.458073,100.285965
1,46975,0.79468644,2,-4.9444613,65.90727
1,47005,0.976895,2,-0.57882136,68.78698
1,47073,0.5854804,1,-14.491746,91.16482
1,47154,0.9024935,5,1.5624971,45.53877
1,47232,0.34670654,1,-32.067802,116.48178
1,47322,0.5447286,1,-16.037275,90.795074
1,47348,0.95495623,7,0.671883,42.546608
1,47374,0.6083667,6,-5.675481,39.67105
1,47407,0.2937699,1,-29.196342,95.199005
1,47502,0.71997494,8,-3.914348,39.268303
1,47503,0.71997494,8,-3.914348,39.268303
1,47513,0.39991742,31,-4.7517223,22.630508
1,47528,0.50532347,1,17.615967,91.75221
1,47562,0.976895,2,-0.57882136,68.78698
1,47576,0.390781,1,-23.085047,92.15988
1,47577,0.68545073,51,-2.1202562,21.649727
1,47605,0.8507939,1,4.818598,88.41885
1,47640,0.2937699,1,-29.196342,95.199005
1,47692,0.50399274,13,-6.784068,36.692226
1,47835,0.390781,1,-23.085047,92.15988
1,47993,0.2937699,1,-29.196342,95.199005
1,48012,0.976895,2,-0.57882136,68.78698
1,48025,0.97472805,2,-0.6121304,67.00961
1,48118,0.3193573,36,6.115077,24.83404
1,48151,0.41765472,10,-7.1602716,32.372845
1,48181,0.8310103,66,1.0931034,21.3664
1,48325,0.2937699,1,-29.196342,95.199005
1,48382,0.9723858,1,-0.9321119,91.67957
1,48506,0.89365536,1,3.6359937,93.71271
1,48577,0.976895,2,-0.57882136,68.78698
1,48583,0.17815821,2,-25.940746,66.38163
1,48598,0.97951895,2,-0.5111141,68.7845
1,48607,0.2937699,1,-29.196342,95.199005
1,48664,0.17815821,2,-25.940746,66.38163
1,48673,0.976895,2,-0.57882136,68.78698
1,48862,0.9671836,4,-0.5714185,49.23792
1,48987,0.63789576,7,-5.142466,39.24242
1,49018,0.91683155,2,-1.959672,65.25324
1,49030,0.2937699,1,-29.196342,95.199005
1,49042,0.34670654,1,-32.067802,116.48178
1,49080,0.13588555,26,-9.036524,23.607925
1,49095,0.40735188,1,-22.058678,91.21885
1,49107,0.22606526,22,-7.89814,25.151468
1,49145,0.49712557,3,10.35426,54.17005
1,49185,0.38818213,1,-23.981503,95.1632
1,49221,0.8997725,6,1.4119965,40.530968
1,49277,0.26237962,1,29.373682,91.46099
1,49297,0.40735188,1,-22.058678,91.21885
1,49324,0.5122676,1,17.982145,95.09704
1,49394,0.97951895,2,-0.5111141,68.7845
1,49415,0.43561232,1,-20.314064,89.30808
1,49438,0.22961673,14,-9.050463,28.19559
1,49493,0.24549584,7,-11.041514,34.378403
1,49564,0.2179006,2,-25.776201,72.00866
1,49580,0.48154125,18,-5.085272,27.508509
1,49583,1.0,1,-0.08982295,89.48073
1,49609,0.5349921,9,-6.4724035,37.611847
1,49611,0.5349921,9,-6.4724035,37.611847
1,49632,0.97951895,2,-0.5111141,68.7845
1,49675,0.7328201,7,-4.3299513,45.045795
1,49693,0.40735188,1,-22.058678,91.21885
1,49704,0.7328201,7,-4.3299513,45.045795
1,49735,0.40735188,1,-22.058678,91.21885
1,49778,0.7328201,7,-4.3299513,45.045795
1,49787,0.3285178,1,-25.733858,90.221596
1,49803,0.34670654,1,-32.067802,116.48178
1,49840,0.5447286,1,-16.037275,90.795074
1,49841,0.8817552,13,1.2938404,32.467392
1,49845,0.77828324,6,-3.3625152,42.648693
1,49873,0.6480184,9,-4.7213416,37.364914
1,49886,0.9024935,5,1.5624971,45.53877
1,49918,0.020847209,1,62.56905,96.707
1,49938,0.5122676,1,17.982145,95.09704
1,49973,0.29827815,1,-28.834286,94.90444
1,49985,0.77718407,1,-7.5479608,91.63345
1,50064,0.5906265,2,-6.8119216,44.764706
1,50076,0.6526528,2,-8.336643,64.20481
1,50100,0.56192946,9,6.073937,38.46913
1,50128,0.49712557,3,10.35426,54.17005
1,50133,0.4656479,2,-13.551777,64.1803
1,50239,0.43561232,1,-20.314064,89.30808
1,50246,0.4189594,1,-21.217646,89.97471
1,50272,0.97071147,1,-0.94074655,88.15444
1,50287,0.97071147,1,-0.94074655,88.15444
1,50314,0.97071147,1,-0.94074655,88.15444
1,50352,0.97071147,1,-0.94074655,88.15444
1,50365,1.0,1,-0.08982295,89.48073
1,50366,0.97071147,1,-0.94074655,88.15444
1,50371,0.5631542,7,-6.534278,40.44505
1,50372,0.97071147,1,-0.94074655,88.15444
1,50373,0.97071147,1,-0.94074655,88.15444
1,50488,0.9616939,2,-0.9385458,67.69141
1,50507,0.27949417,1,-29.27859,92.66798
1,50563,0.8066349,4,-3.8336146,54.84737
1,50671,0.77828324,6,-3.3625152,42.648693
1,50675,0.23338696,2,-22.894642,66.214485
1,50679,0.77828324,6,-3.3625152,42.648693
1,50754,0.97951895,2,-0.5111141,68.7845
1,50856,0.4189594,1,-21.217646,89.97471
1,50916,0.97071147,1,-0.94074655,88.15444
1,51001,0.5077631,2,-12.395381,64.74311
1,51085,0.97071147,1,-0.94074655,88.15444
1,51092,0.9723858,1,-0.9321119,91.67957
1,51100,0.77828324,6,-3.3625152,42.648693
1,51101,0.9479971,6,0.866253,47.24315
1,51103,0.50129926,4,9.492217,50.429688
1,51128,0.9671836,7,0.48496854,42.448765
1,51166,0.50129926,4,9.492217,50.429688
1,51187,0.9479971,6,0.866253,47.24315
1,51229,0.7350956,9,-3.304709,35.561756
1,51237,0.9479971,6,0.866253,47.24315
1,51295,0.9479971,6,0.866253,47.24315
1,51298,0.595464,6,6.0877547,41.61251
1,51340,0.390781,1,-23.085047,92.15988
1,51392,0.61856955,9,5.0167265,37.09103
1,51431,0.40735188,1,-22.058678,91.21885
1,51514,0.61856955,9,5.0167265,37.09103
1,51537,0.61856955,9,5.0167265,37.09103
1,51538,0.49712557,3,10.35426,54.17005
1,51554,0.97071147,1,-0.94074655,88.15444
1,51602,0.6933838,11,-3.4709868,32.5227
1,51706,0.9420328,53,-0.364201,20.967192
1,51716,0.57135046,14,-4.897021,31.918016
1,51736,0.51974136,29,-4.1572394,25.1415
1,51738,0.67900044,5,-5.1112895,43.886974
1,51814,0.9338456,36,0.45836246,22.582922
1,51820,0.8066349,4,-3.8336146,54.84737
1,51822,0.65327835,8,-4.825892,38.620525
1,51868,0.65327835,8,-4.825892,38.620525
1,51873,0.020847209,1,62.56905,96.707
1,51878,0.9479971,6,0.866253,47.24315
1,51926,0.390781,1,-23.085047,92.15988
1,51935,0.5581907,24,-4.1616745,27.159567
1,51945,0.4656479,2,-13.551777,64.1803
1,51961,0.7580292,14,-2.572752,31.133707
1,51971,0.77828324,6,-3.3625152,42.648693
1,51991,0.43012545,1,-21.547226,93.55239
1,52096,0.33042434,1,25.8104,92.43322
1,52202,0.84354866,36,1.1294547,23.232313
1,52377,0.390781,1,-23.085047,92.15988
1,52389,0.97472805,2,-0.6121304,67.00961
1,52424,0.3387631,6,-11.794322,43.51477
1,52425,0.824596,15,-1.7570689,29.848139
1,52426,0.51628,3,9.937442,54.403248
1,52582,0.43561232,1,-20.314064,89.30808
1,52626,0.25590008,2,-16.022549,49.17471
1,52800,0.9479971,6,0.866253,47.24315
1,52814,0.27949417,1,-29.27859,92.66798
1,52840,0.767725,1,7.730536,90.4023
1,52888,0.97472805,2,-0.6121304,67.00961
1,52895,0.49712557,3,10.35426,54.17005
1,52909,0.89763045,67,0.65457004,21.246588
1,52910,0.50129926,4,9.492217,50.429688
1,52985,0.6230452,7,-5.2523303,38.476677
1,53027,0.9479971,6,0.866253,47.24315
1,53183,0.93117374,7,0.8974086,37.778164
1,53287,0.088979214,1,48.458073,100.285965
1,53325,0.27949417,1,-29.27859,92.66798
1,53500,0.9786084,2,-0.50175273,64.7512
1,53503,0.5447286,1,-16.037275,90.795074
1,53716,0.25590008,2,-16.022549,49.17471
1,53729,0.8819541,6,1.6564406,40.32609
1,53824,0.9786084,2,-0.50175273,64.7512
1,53870,0.97472805,2,-0.6121304,67.00961
1,53901,0.7383063,30,-2.1075943,24.812706
1,54359,0.9723858,4,0.33010283,34.910828
1,54422,0.23338696,2,-22.894642,66.214485
1,54657,0.8057129,1,-6.9021297,96.30229
1,54681,0.9786084,2,-0.50175273,64.7512
1,54693,0.77828324,6,-3.3625152,42.648693
1,54712,0.8119521,32,1.3631157,23.299326
1,54715,0.50129926,4,9.492217,50.429688
1,54743,0.020847209,1,62.56905,96.707
1,54763,0.50129926,4,9.492217,50.429688
1,54811,0.2117593,16,-9.441091,28.230673
1,54877,0.5089503,14,-5.121152,29.086483
1,55013,0.3536093,31,-5.859409,24.630705
1,55066,0.34670654,1,-32.067802,116.48178
1,55108,0.49712557,3,10.35426,54.17005
1,55123,0.34670654,1,-32.067802,116.48178
1,55162,0.34670654,1,-32.067802,116.48178
1,55307,0.43561232,1,-20.314064,89.30808
1,55321,0.2601285,32,6.845985,24.727518
1,55349,0.6001053,6,5.9543567,41.227135
1,55362,0.26837295,22,-7.6550984,26.375666
1,55380,0.6075788,4,-8.713917,58.985825
1,55425,0.29213858,11,-9.307791,32.29796
1,55428,0.390781,1,-23.085047,92.15988
1,55443,0.97951895,2,-0.5111141,68.7845
1,55456,0.6812264,11,-4.157371,36.703526
1,55458,0.75877094,2,3.9120927,45.65899
1,55470,0.6812264,11,-4.157371,36.703526
1,55494,0.43561232,1,-20.314064,89.30808
1,55501,0.43561232,1,-20.314064,89.30808
1,55567,0.9479057,2,-1.2500812,66.44513
1,55576,0.54002285,5,-8.245571,47.351395
1,55591,0.5354865,3,-9.828053,55.283413
1,55678,0.63259625,13,3.7868738,30.116377
1,55684,0.61910117,61,2.4161386,20.607086
1,55701,0.33254734,7,10.168954,38.77021
1,55707,0.9786084,2,-0.50175273,64.7512
1,55709,0.23884904,30,7.437086,25.485783
1,55714,0.9234131,9,0.91370213,34.98984
1,55719,0.073724076,8,16.388132,35.204807
1,55724,0.49712557,3,10.35426,54.17005
1,55726,0.3732301,10,6.637139,29.066832
1,55736,0.50715315,3,-10.693718,56.09595
1,55737,0.6001053,6,5.9543567,41.227135
1,55739,0.616,5,6.4783463,46.32162
1,55746,0.25590008,2,-16.022549,49.17471
1,55749,0.21025373,7,13.672801,40.432735
1,55756,0.5077631,2,-12.395381,64.74311
1,55768,0.7484697,1,-8.680317,92.96917
1,55771,0.50532347,1,17.615967,91.75221
1,55780,0.49712557,3,10.35426,54.17005
1,55781,0.50129926,4,9.492217,50.429688
1,55782,0.20566161,3,19.56299,55.53965
1,55787,0.9723858,1,-0.9321119,91.67957
1,55790,0.33825016,3,-15.068186,54.725086
1,55795,0.49712557,3,10.35426,54.17005
1,55806,0.49712557,3,10.35426,54.17005
1,55814,0.5943006,5,-6.5276732,43.477055
1,55819,0.49712557,3,10.35426,54.17005
1,55822,0.3560069,6,-10.124188,39.121685
1,55835,0.49712557,3,10.35426,54.17005
1,55838,0.40735188,1,-22.058678,91.21885
1,55866,0.97951895,2,-0.5111141,68.7845
1,55882,0.75877094,2,3.9120927,45.65899
1,55901,0.95790505,4,0.64964175,44.033684
1,55911,0.4782273,12,5.715471,30.73947
1,55950,0.651801,12,3.7288394,31.251532
1,55963,0.95646024,7,-0.4831011,32.777203
1,55966,0.9723858,1,-0.9321119,91.67957
1,55974,0.7560576,2,-3.3479471,38.84478
1,55981,0.80320716,2,4.904863,68.5498
1,55990,0.5077631,2,-12.395381,64.74311
1,56014,0.34670654,1,-32.067802,116.48178
1,56035,0.97951895,2,-0.5111141,68.7845
1,56041,0.07156375,1,49.033886,96.1428
1,56052,0.8507939,1,4.818598,88.41885
1,56067,0.49712557,3,10.35426,54.17005
1,56068,0.39981228,9,7.806845,34.697067
1,56070,0.8507939,1,4.818598,88.41885
1,56092,0.61431026,2,-9.363408,64.33852
1,56113,0.48008803,1,19.457644,95.48404
1,56157,0.50129926,4,9.492217,50.429688
1,56167,0.4656479,2,-13.551777,64.1803
1,56173,0.5896936,51,-2.7206526,21.045406
1,56174,0.4859241,2,14.815835,74.36257
1,56185,0.97951895,2,-0.5111141,68.7845
1,56211,0.33042434,1,25.8104,92.43322
1,56230,0.34670654,1,-32.067802,116.48178
1,56259,0.9786084,2,-0.50175273,64.7512
1,56260,0.9786084,2,-0.50175273,64.7512
1,56262,0.63608027,1,-6.773427,50.27919
1,56268,0.63608027,1,-6.773427,50.27919
1,56271,0.85724574,1,4.937471,94.59003
1,56279,0.63595587,9,4.384415,34.450485
1,56394,0.97951895,2,-0.5111141,68.7845
1,56396,0.13893676,2,30.055126,72.11129
1,56400,0.9023967,1,-3.2514389,91.24213
1,56405,0.81312853,16,1.7733884,28.670624
1,56414,0.97071147,1,-0.94074655,88.15444
1,56433,0.75877094,2,3.9120927,45.65899
1,56436,0.774262,4,-4.484937,54.715633
1,56438,0.5906265,2,-6.8119216,44.764706
1,56451,0.49712557,3,10.35426,54.17005
1,56452,0.50129926,4,9.492217,50.429688
1,56459,0.40735188,1,-22.058678,91.21885
1,56462,0.11632887,1,43.255043,96.83055
1,56463,0.97951895,2,-0.5111141,68.7845
1,56485,0.9786084,2,-0.50175273,64.7512
1,56486,0.30995628,1,-25.377087,85.68503
1,56493,0.49422267,2,12.805776,65.83891
1,56497,0.49712557,3,10.35426,54.17005
1,56508,0.6974028,66,-1.989727,21.269588
1,56512,0.9786084,2,-0.50175273,64.7512
1,56513,0.27949417,1,-29.27859,92.66798
1,56518,0.8735824,3,-2.4792912,54.55618
1,56519,0.45225385,11,6.316226,31.845778
1,56521,0.50129926,4,9.492217,50.429688
1,56522,0.6359898,2,-5.9453125,44.544285
1,56523,0.4421171,16,-5.6247253,27.692026
1,56532,0.49712557,3,10.35426,54.17005
1,56533,0.58370674,3,8.654065,55.895767
1,56534,0.735781,5,-4.3194184,45.375946
1,56540,0.8507939,1,4.818598,88.41885
1,56543,0.6054713,4,6.3156657,44.109154
1,56545,0.88331556,2,2.384491,57.0768
1,56546,0.6075788,4,-8.713917,58.985825
1,56565,0.4189594,1,-21.217646,89.97471
1,56569,0.49712557,3,10.35426,54.17005
1,56572,0.54552025,4,7.3412795,43.960552
1,56601,0.44939703,17,-5.3335133,26.875086
1,56610,0.9786084,2,-0.50175273,64.7512
1,56624,0.2117593,16,-9.441091,28.230673
1,56634,0.20856869,12,-10.579818,30.883049
1,56635,0.2117593,16,-9.441091,28.230673
1,56671,0.8066349,4,-3.8336146,54.84737
1,56686,0.8066349,4,-3.8336146,54.84737
1,56715,0.2117593,16,-9.441091,28.230673
1,56721,0.9786084,2,-0.50175273,64.7512
1,56746,0.2117593,16,-9.441091,28.230673
1,56803,0.2117593,16,-9.441091,28.230673
1,56809,0.2117593,16,-9.441091,28.230673
1,56810,0.2117593,16,-9.441091,28.230673
1,56816,0.2117593,16,-9.441091,28.230673
1,56823,0.77828324,6,-3.3625152,42.648693
1,56838,0.2117593,16,-9.441091,28.230673
1,56865,0.23338696,2,-22.894642,66.214485
1,56909,0.2117593,16,-9.441091,28.230673
1,56945,0.43561232,1,-20.314064,89.30808
1,56961,0.79649407,1,-5.398729,72.34808
1,56962,0.23338696,2,-22.894642,66.214485
1,56989,0.19378197,5,-16.735613,45.193974
1,57012,0.5662121,4,7.640938,47.727394
1,57063,0.363943,19,-7.137619,29.388617
1,57091,0.5077631,2,-12.395381,64.74311
1,57110,0.9786084,2,-0.50175273,64.7512
1,57119,0.49712557,3,10.35426,54.17005
1,57121,0.8066349,4,-3.8336146,54.84737
1,57133,0.50129926,4,9.492217,50.429688
1,57140,0.9479971,6,0.866253,47.24315
1,57162,0.88331556,2,2.384491,57.0768
1,57176,0.07156375,1,49.033886,96.1428
1,57188,0.43561232,1,-20.314064,89.30808
1,57205,0.23953934,44,-6.165672,21.374619
1,57373,0.43561232,1,-20.314064,89.30808
1,57383,0.9479971,6,0.866253,47.24315
1,57397,0.77828324,6,-3.3625152,42.648693
1,57428,0.43561232,1,-20.314064,89.30808
1,57437,0.43561232,1,-20.314064,89.30808
1,57461,0.74815106,2,-8.444983,90.3585
1,57467,0.25590008,2,-16.022549,49.17471
1,57488,0.43561232,1,-20.314064,89.30808
1,57539,0.97951895,2,-0.5111141,68.7845
1,57686,0.5568748,21,-3.7391772,24.856728
1,57755,0.43561232,1,-20.314064,89.30808
1,57809,0.41976982,10,-7.473973,33.753117
1,57812,0.57441354,9,-5.5227704,35.70025
